"","Item","Cluster"
"RXN0-5258-Yeast: (metacyc) sn-glycerol 3-phosphate:ubiquinone oxidoreductase [1.1.5.3]","RXN0-5258-Yeast: (metacyc) sn-glycerol 3-phosphate:ubiquinone oxidoreductase [1.1.5.3]",3
"RXN-21405: (expasy) Glycerol-3-phosphate dehydrogenase [1.1.5.3]","RXN-21405: (expasy) Glycerol-3-phosphate dehydrogenase [1.1.5.3]",3
"RXN-15745: (expasy) Glycerol-3-phosphate dehydrogenase [1.1.5.3]","RXN-15745: (expasy) Glycerol-3-phosphate dehydrogenase [1.1.5.3]",3
"GLYC3PDEHYDROG-RXN: (expasy) Glycerol-3-phosphate dehydrogenase [1.1.5.3]","GLYC3PDEHYDROG-RXN: (expasy) Glycerol-3-phosphate dehydrogenase [1.1.5.3]",3
"RXN-15740: (expasy) Glycerol-3-phosphate dehydrogenase [1.1.5.3]","RXN-15740: (expasy) Glycerol-3-phosphate dehydrogenase [1.1.5.3]",3
"GLYCEROL-KIN-RXN: (expasy) Glycerol kinase [2.7.1.30]","GLYCEROL-KIN-RXN: (expasy) Glycerol kinase [2.7.1.30]",3
"ALDHDEHYDROG-RXN: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","ALDHDEHYDROG-RXN: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN6666-5: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN6666-5: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN66-479: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN66-479: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN66-476: (metacyc) fatty aldehyde dehydrogenase [1.2.1.3]","RXN66-476: (metacyc) fatty aldehyde dehydrogenase [1.2.1.3]",3
"RXN66-472: (metacyc) fatty aldehyde dehydrogenase [1.2.1.3]","RXN66-472: (metacyc) fatty aldehyde dehydrogenase [1.2.1.3]",3
"RXN66-3: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN66-3: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN-4142: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN-4142: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN-37: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN-37: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN-3443: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN-3443: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN-20649: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN-20649: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN-17808: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN-17808: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN-16656: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN-16656: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN-16655: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN-16655: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN-16654: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN-16654: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN-16653: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN-16653: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN-14280: (metacyc) perillyl aldehyde dehydrogenase [1.2.1.3]","RXN-14280: (metacyc) perillyl aldehyde dehydrogenase [1.2.1.3]",3
"RXN-14225: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN-14225: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN-14224: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN-14224: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN-10917: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN-10917: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN-10912: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN-10912: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN-10780: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN-10780: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"RXN-10715: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]","RXN-10715: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3]",3
"R222-RXN: (metacyc) 1-octanal dehydrogenase (NAD+) [1.2.1.3]","R222-RXN: (metacyc) 1-octanal dehydrogenase (NAD+) [1.2.1.3]",3
"RXN-10089: (metacyc) imidazole acetaldehyde reductase [1.2.1.3]","RXN-10089: (metacyc) imidazole acetaldehyde reductase [1.2.1.3]",3
"GLUTAMINESYN-RXN: (expasy) Glutamine synthetase [6.3.1.2]","GLUTAMINESYN-RXN: (expasy) Glutamine synthetase [6.3.1.2]",3
"RXN-14207: (expasy) Pyruvate kinase [2.7.1.40]","RXN-14207: (expasy) Pyruvate kinase [2.7.1.40]",3
"RXN-14192: (expasy) Pyruvate kinase [2.7.1.40]","RXN-14192: (expasy) Pyruvate kinase [2.7.1.40]",3
"PEPDEPHOS-RXN: (expasy) Pyruvate kinase [2.7.1.40]","PEPDEPHOS-RXN: (expasy) Pyruvate kinase [2.7.1.40]",3
"RXN-14117: (expasy) Pyruvate kinase [2.7.1.40]","RXN-14117: (expasy) Pyruvate kinase [2.7.1.40]",3
"H2PTEROATESYNTH-RXN: (expasy) Dihydropteroate synthase [2.5.1.15]","H2PTEROATESYNTH-RXN: (expasy) Dihydropteroate synthase [2.5.1.15]",3
"IGPSYN-RXN: (expasy) Indole-3-glycerol-phosphate synthase [4.1.1.48]","IGPSYN-RXN: (expasy) Indole-3-glycerol-phosphate synthase [4.1.1.48]",3
"ACETOLACTSYN-RXN: (expasy) Acetolactate synthase [2.2.1.6]","ACETOLACTSYN-RXN: (expasy) Acetolactate synthase [2.2.1.6]",3
"ACETOOHBUTSYN-RXN: (metacyc) 2-aceto-2-hydroxy-butyrate synthase [2.2.1.6]","ACETOOHBUTSYN-RXN: (metacyc) 2-aceto-2-hydroxy-butyrate synthase [2.2.1.6]",3
"N-ACETYLGLUTPREDUCT-RXN: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]","N-ACETYLGLUTPREDUCT-RXN: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]",3
"RXN-15006: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]","RXN-15006: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38]",3
"RXN-8340: (expasy) GTP 3',8-cyclase [4.1.99.22]","RXN-8340: (expasy) GTP 3',8-cyclase [4.1.99.22]",3
"UDPNACETYLMURAMATEDEHYDROG-RXN: (expasy) UDP-N-acetylmuramate dehydrogenase [1.3.1.98]","UDPNACETYLMURAMATEDEHYDROG-RXN: (expasy) UDP-N-acetylmuramate dehydrogenase [1.3.1.98]",3
"PHENYLALANINE--TRNA-LIGASE-RXN: (expasy) Phenylalanine--tRNA ligase [6.1.1.20]","PHENYLALANINE--TRNA-LIGASE-RXN: (expasy) Phenylalanine--tRNA ligase [6.1.1.20]",3
"RXN-10058: (metacyc) 2,5-diamino-6-(5-phosphoribitylamino)pyrimidin-4(3H)-one deaminase [3.5.4.26]","RXN-10058: (metacyc) 2,5-diamino-6-(5-phosphoribitylamino)pyrimidin-4(3H)-one deaminase [3.5.4.26]",3
"RIBOFLAVINSYNDEAM-RXN: (expasy) Diaminohydroxyphosphoribosylaminopyrimidine deaminase [3.5.4.26]","RIBOFLAVINSYNDEAM-RXN: (expasy) Diaminohydroxyphosphoribosylaminopyrimidine deaminase [3.5.4.26]",3
"RIBOFLAVINSYNREDUC-RXN: (expasy) 5-amino-6-(5-phosphoribosylamino)uracil reductase [1.1.1.193]","RIBOFLAVINSYNREDUC-RXN: (expasy) 5-amino-6-(5-phosphoribosylamino)uracil reductase [1.1.1.193]",3
"1.8.4.12-RXN: (expasy) Peptide-methionine (R)-S-oxide reductase [1.8.4.12]","1.8.4.12-RXN: (expasy) Peptide-methionine (R)-S-oxide reductase [1.8.4.12]",3
"PREPHENATEDEHYDRAT-RXN: (expasy) Prephenate dehydratase [4.2.1.51]","PREPHENATEDEHYDRAT-RXN: (expasy) Prephenate dehydratase [4.2.1.51]",3
"RXNQT-4178: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]","RXNQT-4178: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]",3
"RXNQT-4174: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]","RXNQT-4174: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]",3
"RXNQT-4171: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]","RXNQT-4171: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]",3
"RXNQT-4168: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]","RXNQT-4168: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]",3
"RXNQT-4165: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]","RXNQT-4165: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]",3
"RXN-13158: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]","RXN-13158: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]",3
"RXN-14986: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]","RXN-14986: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85]",3
"DIHYDRODIPICSYN-RXN: (expasy) 4-hydroxy-tetrahydrodipicolinate synthase [4.3.3.7]","DIHYDRODIPICSYN-RXN: (expasy) 4-hydroxy-tetrahydrodipicolinate synthase [4.3.3.7]",3
"RXN1G-395: (metacyc) trans-eicos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific) [1.3.1.9]","RXN1G-395: (metacyc) trans-eicos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific) [1.3.1.9]",3
"RXN0-2145: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN0-2145: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-9663: (metacyc) trans hexadecenoyl-[acp] reductase [1.3.1.9]","RXN-9663: (metacyc) trans hexadecenoyl-[acp] reductase [1.3.1.9]",3
"RXN-9662: (metacyc) trans tetradec-2-enoyl-[acp] reductase [1.3.1.9]","RXN-9662: (metacyc) trans tetradec-2-enoyl-[acp] reductase [1.3.1.9]",3
"RXN-9661: (metacyc) trans dodec-2-enoyl-[acp] reductase [1.3.1.9]","RXN-9661: (metacyc) trans dodec-2-enoyl-[acp] reductase [1.3.1.9]",3
"RXN-9660: (metacyc) trans-&Delta;2-decenoyl-[acp]-reductase [1.3.1.9]","RXN-9660: (metacyc) trans-&Delta;2-decenoyl-[acp]-reductase [1.3.1.9]",3
"RXN-9659: (metacyc) trans oct-2-enoyl-[acp] reductase [1.3.1.9]","RXN-9659: (metacyc) trans oct-2-enoyl-[acp] reductase [1.3.1.9]",3
"RXN-9658: (metacyc) trans hex-2-enoyl-[acp]-reductase [1.3.1.9]","RXN-9658: (metacyc) trans hex-2-enoyl-[acp]-reductase [1.3.1.9]",3
"RXN-9657: (metacyc) crotonyl-[acp] reductase [1.3.1.9]","RXN-9657: (metacyc) crotonyl-[acp] reductase [1.3.1.9]",3
"RXN-9635: (metacyc) trans-octadec-2-enoyl-[acyl-carrier-protein] reductase [1.3.1.9]","RXN-9635: (metacyc) trans-octadec-2-enoyl-[acyl-carrier-protein] reductase [1.3.1.9]",3
"RXN-9558: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-9558: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21704: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21704: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21699: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21699: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21693: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21693: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21688: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21688: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21683: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21683: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21678: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21678: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21672: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21672: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21667: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21667: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21662: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21662: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21657: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21657: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21652: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21652: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21647: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21647: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21637: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21637: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21633: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21633: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21628: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21628: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21624: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21624: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21620: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21620: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-21616: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-21616: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-16632: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-16632: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-16628: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-16628: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-16624: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-16624: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-16620: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-16620: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-11482: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-11482: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-11478: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-11478: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-10661: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-10661: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"ENOYL-ACP-REDUCT-NADH-RXN: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","ENOYL-ACP-REDUCT-NADH-RXN: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-10657: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]","RXN-10657: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9]",3
"RXN-13037: (metacyc) octanoyl:GcvH transferase [2.3.1.181]","RXN-13037: (metacyc) octanoyl:GcvH transferase [2.3.1.181]",3
"RXN0-947: (expasy) Lipoyl(octanoyl) transferase [2.3.1.181]","RXN0-947: (expasy) Lipoyl(octanoyl) transferase [2.3.1.181]",3
"UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN: (expasy) UDP-N-acetylglucosamine 1-carboxyvinyltransferase [2.5.1.7]","UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN: (expasy) UDP-N-acetylglucosamine 1-carboxyvinyltransferase [2.5.1.7]",3
"ACETYLORNTRANSAM-RXN: (expasy) Acetylornithine transaminase [2.6.1.11]","ACETYLORNTRANSAM-RXN: (expasy) Acetylornithine transaminase [2.6.1.11]",3
"RXN-15007: (expasy) Acetylornithine transaminase [2.6.1.11]","RXN-15007: (expasy) Acetylornithine transaminase [2.6.1.11]",3
"ANTHRANSYN-RXN: (expasy) Anthranilate synthase [4.1.3.27]","ANTHRANSYN-RXN: (expasy) Anthranilate synthase [4.1.3.27]",3
"5.4.2.10-RXN: (expasy) Phosphoglucosamine mutase [5.4.2.10]","5.4.2.10-RXN: (expasy) Phosphoglucosamine mutase [5.4.2.10]",3
"BRANCHED-CHAINAMINOTRANSFERVAL-RXN: (expasy) Branched-chain-amino-acid transaminase [2.6.1.42]","BRANCHED-CHAINAMINOTRANSFERVAL-RXN: (expasy) Branched-chain-amino-acid transaminase [2.6.1.42]",3
"BRANCHED-CHAINAMINOTRANSFERILEU-RXN: (expasy) Branched-chain-amino-acid transaminase [2.6.1.42]","BRANCHED-CHAINAMINOTRANSFERILEU-RXN: (expasy) Branched-chain-amino-acid transaminase [2.6.1.42]",3
"BRANCHED-CHAINAMINOTRANSFERLEU-RXN: (expasy) AMBIGUOUS [2.6.1.42; 2.6.1.6]","BRANCHED-CHAINAMINOTRANSFERLEU-RXN: (expasy) AMBIGUOUS [2.6.1.42; 2.6.1.6]",3
"UDPREDUCT-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]","UDPREDUCT-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]",3
"RXN0-748: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]","RXN0-748: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]",3
"RXN0-747: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]","RXN0-747: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]",3
"RXN0-722: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]","RXN0-722: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]",3
"RIBONUCLEOSIDE-DIP-REDUCTII-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]","RIBONUCLEOSIDE-DIP-REDUCTII-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]",3
"RIBONUCLEOSIDE-DIP-REDUCTI-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]","RIBONUCLEOSIDE-DIP-REDUCTI-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]",3
"GDPREDUCT-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]","GDPREDUCT-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]",3
"ADPREDUCT-RXN: (metacyc) ADP reductase [1.17.4.1]","ADPREDUCT-RXN: (metacyc) ADP reductase [1.17.4.1]",3
"CDPREDUCT-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]","CDPREDUCT-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1]",3
"DIHYDLIPACETRANS-RXN: (expasy) Dihydrolipoyllysine-residue acetyltransferase [2.3.1.12]","DIHYDLIPACETRANS-RXN: (expasy) Dihydrolipoyllysine-residue acetyltransferase [2.3.1.12]",3
"RXN0-1133: (expasy) Dihydrolipoyllysine-residue acetyltransferase [2.3.1.12]","RXN0-1133: (expasy) Dihydrolipoyllysine-residue acetyltransferase [2.3.1.12]",3
"HISTIDINE--TRNA-LIGASE-RXN: (expasy) Histidine--tRNA ligase [6.1.1.21]","HISTIDINE--TRNA-LIGASE-RXN: (expasy) Histidine--tRNA ligase [6.1.1.21]",3
"RXN-13997: (expasy) tRNA(adenine(34)) deaminase [3.5.4.33]","RXN-13997: (expasy) tRNA(adenine(34)) deaminase [3.5.4.33]",3
"HISTPRATPHYD-RXN: (expasy) Phosphoribosyl-ATP diphosphatase [3.6.1.31]","HISTPRATPHYD-RXN: (expasy) Phosphoribosyl-ATP diphosphatase [3.6.1.31]",3
"RXN0-2161: (expasy) Serine--tRNA ligase [6.1.1.11]","RXN0-2161: (expasy) Serine--tRNA ligase [6.1.1.11]",3
"SERINE--TRNA-LIGASE-RXN: (expasy) Serine--tRNA ligase [6.1.1.11]","SERINE--TRNA-LIGASE-RXN: (expasy) Serine--tRNA ligase [6.1.1.11]",3
"DIHYDROOROT-RXN: (expasy) Dihydroorotase [3.5.2.3]","DIHYDROOROT-RXN: (expasy) Dihydroorotase [3.5.2.3]",3
"ADENPRIBOSYLTRAN-RXN: (expasy) Adenine phosphoribosyltransferase [2.4.2.7]","ADENPRIBOSYLTRAN-RXN: (expasy) Adenine phosphoribosyltransferase [2.4.2.7]",3
"RXN-14270: (metacyc) 5-amino-4-imidazolecarboxamide phosphoribosyltransferase [2.4.2.7]","RXN-14270: (metacyc) 5-amino-4-imidazolecarboxamide phosphoribosyltransferase [2.4.2.7]",3
"DALADALALIG-RXN: (expasy) D-alanine--D-alanine ligase [6.3.2.4]","DALADALALIG-RXN: (expasy) D-alanine--D-alanine ligase [6.3.2.4]",3
"ASPARTATEKIN-RXN: (expasy) Aspartate kinase [2.7.2.4]","ASPARTATEKIN-RXN: (expasy) Aspartate kinase [2.7.2.4]",3
"RXN-12720: (expasy) Sulfate adenylyltransferase [2.7.7.4]","RXN-12720: (expasy) Sulfate adenylyltransferase [2.7.7.4]",3
"SULFATE-ADENYLYLTRANS-RXN: (expasy) Sulfate adenylyltransferase [2.7.7.4]","SULFATE-ADENYLYLTRANS-RXN: (expasy) Sulfate adenylyltransferase [2.7.7.4]",3
"DAHPSYN-RXN: (expasy) 3-deoxy-7-phosphoheptulonate synthase [2.5.1.54]","DAHPSYN-RXN: (expasy) 3-deoxy-7-phosphoheptulonate synthase [2.5.1.54]",3
"RXN-8668: (expasy) Peptide-methionine (S)-S-oxide reductase [1.8.4.11]","RXN-8668: (expasy) Peptide-methionine (S)-S-oxide reductase [1.8.4.11]",3
"RXN3O-102: (metacyc) 3-demethylubiquinol-6 3-O-methyltransferase [2.1.1.64]","RXN3O-102: (metacyc) 3-demethylubiquinol-6 3-O-methyltransferase [2.1.1.64]",3
"RXN-9237: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]","RXN-9237: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]",3
"RXN-9229: (metacyc) 3-demethylubiquinone-7 3-O-methyltransferase [2.1.1.64]","RXN-9229: (metacyc) 3-demethylubiquinone-7 3-O-methyltransferase [2.1.1.64]",3
"RXN-11758: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]","RXN-11758: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]",3
"2.1.1.64-RXN: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]","2.1.1.64-RXN: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]",3
"DHHB-METHYLTRANSFER-RXN: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]","DHHB-METHYLTRANSFER-RXN: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]",3
"RXN-13163: (expasy) 3-isopropylmalate dehydratase [4.2.1.33]","RXN-13163: (expasy) 3-isopropylmalate dehydratase [4.2.1.33]",3
"SAICARSYN-RXN: (expasy) Phosphoribosylaminoimidazolesuccinocarboxamide synthase [6.3.2.6]","SAICARSYN-RXN: (expasy) Phosphoribosylaminoimidazolesuccinocarboxamide synthase [6.3.2.6]",3
"ORNCARBAMTRANSFER-RXN: (expasy) Ornithine carbamoyltransferase [2.1.3.3]","ORNCARBAMTRANSFER-RXN: (expasy) Ornithine carbamoyltransferase [2.1.3.3]",3
"RXN-13482: (expasy) Ornithine carbamoyltransferase [2.1.3.3]","RXN-13482: (expasy) Ornithine carbamoyltransferase [2.1.3.3]",3
"P-PANTOCYSDECARB-RXN: (expasy) Phosphopantothenoylcysteine decarboxylase [4.1.1.36]","P-PANTOCYSDECARB-RXN: (expasy) Phosphopantothenoylcysteine decarboxylase [4.1.1.36]",3
"P-PANTOCYSLIG-RXN: (expasy) Phosphopantothenate--cysteine ligase (CTP) [6.3.2.5]","P-PANTOCYSLIG-RXN: (expasy) Phosphopantothenate--cysteine ligase (CTP) [6.3.2.5]",3
"METHYLVALERATE-RXN: (metacyc) 3-methyl-2-oxobutanoate dehydrogenase [(S)-2-methylbutanoyl-transferring) [1.2.4.4]","METHYLVALERATE-RXN: (metacyc) 3-methyl-2-oxobutanoate dehydrogenase [(S)-2-methylbutanoyl-transferring) [1.2.4.4]",3
"1.2.4.4-RXN: (expasy) 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) [1.2.4.4]","1.2.4.4-RXN: (expasy) 3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) [1.2.4.4]",3
"KETOISOCAPROATE-RXN: (metacyc) 4-methyl-2-oxopentanoate dehydrogenase (lipoamide) [1.2.4.4]","KETOISOCAPROATE-RXN: (metacyc) 4-methyl-2-oxopentanoate dehydrogenase (lipoamide) [1.2.4.4]",3
"RXN-20406: (expasy) Glutamate--cysteine ligase [6.3.2.2]","RXN-20406: (expasy) Glutamate--cysteine ligase [6.3.2.2]",3
